name,category,Protein,Carbohydrates,Sugar,Fat,Sodium,nutrient_grade,allergen,nutrient_score,grade
Uncle Chips - 11g(8.8g+2.2g Extra),chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Lay's West Indies' Hot 'n' Sweet Chilli - 11g(8.6g + 2.4g extra),chips,6.4,55.1,6.0,0.1,1.678,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Nuts, Peanuts, Garlic, Onion",88.0,A
Potato Chips Salted - Lay's - 36 g,chips,7.4,46.0,0.7,14.0,1.341,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Nuts, Peanuts, Garlic, Onion",88.0,A
Chips Mast Masala - Haldiram's,chips,6.0,54.0,0.3,16.0,2.268,Not available,"Allergens: Gluten, Milk, Nuts, Peanuts, Garlic, Onion",,
Balaji Wafers Crunchex,chips,7.2,52.0,0.8,16.1,0.97,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Nuts, Peanuts, Garlic, Onion",88.0,A
bingo mad angles - ITC Limited - 15g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Soybeans,88.0,A
Troo Good Magic Masala Jowar Ribbons - 25g,chips,7.2,49.8,2.1,17.8,0.252,Nutri-Score D,"Allergens: Mustard, Sesame seeds",,
6784005228563,chips,0.0,0.0,0.0,0.0,0.0,Processed foods,"Allergens: Mustard, Sesame seeds",,
Chips - १५g,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Mustard, Sesame seeds",,
Potato Cheese Shotz - McCain - 400 g,chips,8.09,24.26,4.65,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans",88.0,A
Snac tac masala  chips,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Soybeans",,
Lemon chilli - Gopal wafers - 35g,chips,8.03,54.03,7.2,3.09,2.025,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Mustard, Nuts, Peanuts, Sesame seeds, Soybeans",88.0,A
Munchiez Ragi Chips - Saffola - 80g,chips,5.5,61.1,7.0,6.2,2.225,Nutri-Score E,Allergens: Milk,,
Flyberry Spiced Okra Chips,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
FabBox Peri Peri Ragi Chips,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
9519010500628,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Chips Cream & onion - Bikaji,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Pasta Crunch - Crax - 53 g,chips,7.1,61.6,2.7,0.17,5.6,Nutri-Score E,"Allergens: Gluten, Soybeans",,
Cookie man hand pund chocolate cookies - 100g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Soybeans",67.0,B
Soya chips - haldirams - 50g,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Soybeans",,
Doritos Masala Mayhem Flavour - PepsiCo - 25 g,chips,6.9,66.6,4.5,24.4,1.501,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Soybeans",88.0,A
8919654675019,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Soybeans",,
Wafer Style Sundried Chilli Flavour - Lay's - 26.5 g,chips,6.7,52.5,0.3,0.1,1.628,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Soybeans",88.0,A
lays potato chips - Lay's - 28g,chips,7.0,54.7,6.0,13.0,1.717,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans",88.0,A
Gourmet Vintage Cheese & Paprika Chips - Lay's,chips,7.6,61.2,3.6,11.6,1.555,Not available,"Allergens: Milk, Soybeans",,
8901725000226,chips,9.0,45.4,4.7,16.6,1.246,Nutri-Score E,"Allergens: Milk, Soybeans",,
bingo potato chips chilli,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans",88.0,A
Stack Up - Simply Salted - Balaji Wafer - 60g,chips,4.8,58.7,0.5,15.4,2.125,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Soybeans",87.0,A
cheetos - pepsico india - 18 g,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
kettle style cream and onion - the theather project,chips,7.56,59.2,2.57,13.46,0.6,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Nuts, Soybeans",88.0,A
Rice Popped Chips - Brb,chips,10.0,68.8,4.4,0.0,2.21,Not available,"Allergens: Gluten, Milk, Nuts, Soybeans",,
Quinoa chips - Cofresh,chips,6.8,63.7,4.0,1.9,1.9,Nutri-Score D,"Allergens: Gluten, Milk, Nuts, Soybeans",,
MAXX MACHO CHILLI FLAVOUR - Lays - 20g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Nuts, Soybeans",88.0,A
Mad Angles Chaat Masti - Bingo - 90 g,chips,7.3,58.8,5.3,0.1,0.0,Ultra-processed foods,Allergens: Gluten,,
Halke Fulke Salted Potato Chips - Haldiram's - 15 g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten,88.0,A
Doritos Sweet Chilli - 56g,chips,6.6,65.6,0.0,8.7,1.602,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten,88.0,A
Doritos Sweet Chilli Flavour - PepsiCo - 39 g,chips,6.3,65.2,5.5,0.0,1.438,Nutri-Score E,Allergens: Gluten,,
chips - bingo - 90g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten,88.0,A
Potato Chips - Bikaji - 100 g,chips,0.0,56.0,1.0,14.0,3.03,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten,88.0,A
Gourmet limed and cracked pepper chips - Lay's,chips,7.5,61.2,1.9,11.6,1.64,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten,88.0,A
seed and choco chip cookies - chitale - 200g,chips,8.0,67.0,24.0,6.0,0.073,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Milk, Nuts, Orange, Soybeans",67.0,B
Yellow banana chips - Haldiram's,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Nuts, Orange, Soybeans",49.0,C
India's magic masala - Lay's - 20 g.,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Nuts, Orange, Soybeans",88.0,A
Salted Banana Chips - Haldiram's - 200g,chips,3.0,49.0,2.0,16.0,1.8,Processed foods,Allergens: Banana,,
Ragi chips - Snackable,chips,3.12,40.56,0.0,5.2,0.0,Not available,Allergens: Banana,,
Mota's Potato Chips,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana,88.0,A
Crunchem - Balaji Wafers - 72g,chips,7.7,53.4,0.8,15.7,0.962,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana,88.0,A
Too Yumm - Multigrain Chips - RP Sanjeev Goenka Group - 1 -  25g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Banana,,
GoodDay Choco Chip - Britannia - 100 g,chips,5.0,71.0,30.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten,57.0,C
Plain - Uncle Chipps,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Gluten,,
Potato Wafers Salted - Modern Kitchens - 70g,chips,7.64,50.24,5.2,18.08,0.649,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten,88.0,A
Potato Chips - Lay's Gourmet - 80g,chips,7.6,61.2,2.9,0.1,1.555,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk",88.0,A
Corn Chips - 4700,chips,7.14,71.4,0.0,14.3,0.0,Not available,"Allergens: Gluten, Milk",,
India's Magic Masala - Lay's,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk",88.0,A
Cream & Onion Potato Chips - Bingo - 50g,chips,7.3,56.5,6.7,0.1,1.256,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans",88.0,A
Takatak Chatpata Masala - Haldiram's - 71g,chips,7.0,50.0,0.5,0.1,0.0,Ultra-processed foods,Allergens: Milk,,
8908010609348,chips,6.15,86.2,0.5,0.1,0.968,Processed foods,Allergens: Sesame seeds,,
The Healthy Binge Moringa Jowar Crispies,chips,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Sesame seeds,,
Mota's Potato Chips,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Sesame seeds,88.0,A
banana chips - chirag wafers - 180g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Sesame seeds,,
Too Yumm - Multigrain Chips - RP Sanjeev Goenka Group - 1 -  25g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Sesame seeds,,
Ragi chips - Snackable,chips,3.12,40.56,0.0,5.2,0.0,Not available,Allergens: Gluten,,
Cookie man hand pund chocolate cookies - 100g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 67/100),Allergens: Gluten,67.0,B
Too Yumm! chips classic salted,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Gluten,,
Haldiram's,chips,7.6,55.6,1.0,14.9,3.25,Nutri-Score E,Allergens: Mustard,,
Wicked Gud Popped Chips,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Bingo Potato Chips Himalayan Pink Salt - 42g,chips,8.3,54.2,0.8,15.1,0.632,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans",88.0,A
Salted potato chips 50g(37),chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Soya Chips - Haldiram's - 25 g,chips,14.36,42.05,3.76,19.1,1.585,Processed foods,Allergens: Soybeans,,
Potato Chips Salt & Vinegar Flavour - Lay's,chips,7.4,46.0,0.7,14.0,2.278,Average impact of products of the same category: A (Score: 88/100),Allergens: Soybeans,88.0,A
ATHAWALE CHEESE PEPPER BITES - 200G,chips,10.0,56.0,1.4,16.0,0.93,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk",88.0,A
A-1 Chips Banana Wafers - 200g,chips,4.0,20.0,0.1,3.0,0.302,Processed foods,Allergens: Banana,,
Multigrain Chips - Too Yumm,chips,0.0,0.0,0.0,0.0,0.0,Nutri-Score E,Allergens: Banana,,
Garlic 100% Veggie Chips - SnackWise - text,chips,16.7,0.0,0.0,3.33,0.292,Unprocessed or minimally processed foods,Allergens: Banana,,
Tomato potato chips 50g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana,88.0,A
First crop cream n onion chips 70g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Banana,,
Banana chips,chips,1.7,62.92,0.0,0.0,0.0,Not available,Allergens: Banana,,
Iyer's papad long chips - 1,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Banana,,
Mala Chanachur - Halder's - 400 g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Banana,,
Banana chips - Kozhi,chips,2.5,65.7,0.0,27.3,0.0,Not available,Allergens: Banana,,
Gold finger - Gurujee,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Banana,,
YD potato chips,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana,88.0,A
Plain salted potato chips - Yellow diamond - 35g,chips,8.46,52.4,1.0,15.56,0.519,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana,88.0,A
YD magic masala chips,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Banana,,
Bugles Tomato Flavoured - Alan's,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana,88.0,A
kerala chips - beyond snacks - 85gm,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Banana,,
Yellow diamonds,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Banana,,
potato chips - Maxvita - 15g,chips,7.6,51.7,2.4,34.4,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Yellow Banana Chips - Haldiram's,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
dark compound chips,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Chocobakes choco chip - Cadbury - 167g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Potato chips Star - 14g,chips,6.3,56.6,3.6,13.11,114.7,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Spiced Okra Chips,chips,7.41,36.25,6.12,7.55,0.0,Not available,Allergens: Milk,,
Chips Mix Masala - Fun Flips,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Chips Cream & Onion - Fun Flips,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Nutty Chips - Open Secret,chips,4.0,15.0,0.7,0.7,0.0,Not available,Allergens: Milk,,
Max Protein Chips Peri Peri - RiteBite,chips,16.7,49.8,3.0,4.5,0.833,Not available,Allergens: Milk,,
Orion The Ultimate Choco Chip Cookies - 100 g,chips,6.0,59.2,26.5,0.04,0.38,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans",,
Hide and seek chocolate chip cookies - Parle,chips,5.9,73.4,32.5,9.4,0.285,Not available,"Allergens: Gluten, Milk, Soybeans",,
Nacho chips - 1 - 60,chips,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Chips banane épicées - Kwality market,chips,3.6,0.0,2.0,34.64,0.0,Not available,Not available,,
Banana choco chip millet pancake mix - Mille A Supergrain Co.,chips,16.0,55.6,15.9,1.4,0.0,Not available,Not available,,
NACHO CHIPS,chips,7.43,66.26,5.24,3.84,1.596,Not available,Not available,,
Brown rice chips - 1,chips,8.5,73.21,1.71,3.01,0.782,Not available,Not available,,
Snack Nacho Chips - Sundrop - 42g,chips,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Not available,,
Pudina treat chips - Bikaji - 62g,chips,6.67,53.3,0.0,0.0,0.0,Not available,Not available,,
Hide and Seek choco chip - Parle - 400g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Waffle chips Dark chocolate and sea salt - Waffle Mill,chips,5.0,70.0,0.0,20.0,0.0,Not available,Not available,,
Bingo potato Chips - 100g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Turtle chips tangy tomato,chips,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Potato Popped Chips - Brb,chips,8.8,71.2,3.6,0.0,2.18,Not available,Not available,,
Cheese Potato Chips - Brb,chips,6.8,69.6,7.2,0.0,0.0,Not available,Not available,,
Happy Happy Choco-Chip Cookies - Parle - 400 g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 67/100),Not available,67.0,B
Salt Pepper Chips - Brb,chips,8.4,72.0,0.0,0.0,1.97,Not available,Not available,,
Alans potata chips - 1,chips,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Tortilla Chips - Act II - 150 gram,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Not available,88.0,A
Potato Chips Salted - Samrat,chips,7.0,49.0,0.0,4.0,0.525,Not available,Not available,,
Popped potato chips Italian Cheese flavour,chips,7.4,67.0,4.9,1.1,1.88,Average impact of products of the same category: A (Score: 88/100),Not available,88.0,A
Divine potato chips - 1,chips,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
spicy banana chips - Haldiram's,chips,3.0,49.0,2.0,15.0,1.6,Not available,Not available,,
Orian choco chip - 200g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Potato Popped Chips - BRB,chips,8.4,72.0,0.0,0.0,1.97,Not available,Not available,,
Potato Chips - Kettle Studio Sweet Chilli With Lime & Basil,chips,4.29,60.7,3.21,0.0,1.59,Not available,Not available,,
mint choco chip mini - minus thirty,chips,2.17,19.5,0.0,11.2,0.095,Not available,Not available,,
Terra banana chips - 100g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Choco Chips - Dinshaws - 333,chips,3.7,33.1,22.3,0.1,0.148,Not available,Not available,,
Potato Popped Chips - Bhel - Brb,chips,8.4,71.6,0.4,0.0,2.47,Not available,Not available,,
Potato Popped Chips - Spicy Chipotle - Brb,chips,8.8,71.2,5.2,0.0,2.18,Not available,Not available,,
Popped Chips - Wicked Gud,chips,11.5,63.6,2.0,1.55,2.39,Not available,Not available,,
Bingo! Hot and spicy Korean style - 42g,chips,7.3,54.5,6.4,0.0,2.578,Nutri-Score E,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
Parle peri peri chips,chips,7.2,57.2,2.2,16.0,1.732,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
"Corn Chips, Salt And truffle - 4700 BC",chips,7.5,72.5,0.0,3.57,1.44,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
Hide & seek Milano chocolate chip - Parle - 150g,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
Lime And Chili - Kettle Studio Chips,chips,7.14,50.0,0.0,0.0,1.32,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
bajra chips,chips,11.0,69.333,9.333,11.0,3.162,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
Mixed Sweet Potato Chips (Rock Salt & Pepper) - To Be Honest,chips,2.14,78.0,0.0,7.8,0.522,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
Parle cream n onion chips,chips,8.1,57.1,4.1,15.5,1.472,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
Chocolate Chip Cookies - Express Foods,chips,8.9,65.1,38.4,0.5,0.0,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
Masala potato chips 50g (40),chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",88.0,A
Choco chip cookies,chips,5.8,68.0,29.0,12.2,0.532,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
parle wafers classic salted - chips,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
Masala potato chips 50g (50),chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
fun flips puffs tango - chips,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
surja chana chips plain - 200 g,chips,22.2,65.64,1.22,6.5,0.0,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
surja fried alu chips - 100 g,chips,6.56,43.3,1.15,45.42,0.0,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
Banana Chips - Ela,chips,2.3,58.4,35.34,28.97,0.015,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
First crop    Cream onion potato chips 50g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",88.0,A
Ragi chips,chips,9.0,58.2,0.0,21.0,0.037,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
choco chip orange cake 140g,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances",,
choco chip orange cake 140g,chips,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Ragi Chips - Snackible - 55g,chips,6.0,56.7,1.0,15.7,1.08,Nutri-Score D,Not available,,
8901491304782,chips,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Potato Chips - Too Yum,chips,6.8,55.0,0.0,14.0,0.0,Not available,Not available,,
Popped Chips - Bingo,chips,6.9,67.4,0.0,22.0,0.0,Not available,Not available,,
Cassava Chips - Noi,chips,2.5,72.5,0.0,8.75,0.719,Not available,Not available,,
Choco Chip Brownie - Cookie Man,chips,7.0,46.4,28.8,0.2,0.295,Not available,Not available,,
Soya Chips - Chauhan Foods - 200g,chips,9.0,60.0,4.0,11.0,1.275,Average impact of products of the same category: A (Score: 78/100),Allergens: Soybeans,78.0,A
Gaia Dark Chocho Chip - 200,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Soybeans,,
Zing Munchy Masala POTATO CHIPS,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Soybeans,,
Beetroot chips Mint - Krunchillo,chips,8.03,52.3,30.5,13.3,1.95,Nutri-Score E,"Allergens: Gluten, Soybeans",,
CORN CHips - Charlie - 170,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Soybeans",,
RAGI CHIPS - Charlie - 170,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Soybeans",,
SALTED YELLOW BANANA CHIPS - Charlie - 150,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Soybeans",,
MAKINO NACHO CHIP ROASTED MASALA,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Soybeans",,
