name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,nutrient_grade,allergen
Flyberry Spiced Okra Chips,chips,?,?,Not available,?,?,?,Not available,Allergens: Milk
FabBox Peri Peri Ragi Chips,chips,?,?,Not available,?,?,?,Not available,Allergens: Milk
9519010500628,chips,,,Not available,,,,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Chips Cream & onion - Bikaji,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Pasta Crunch - Crax - 53 g,chips,7.1 g,61.6 g,2.7 g,0.17 g,?,5.6 g,Nutri-Score E,"Allergens: Gluten, Soybeans"
Cookie man hand pund chocolate cookies - 100g,chips,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Soybeans"
Soya chips - haldirams - 50g,chips,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Soybeans"
Doritos Masala Mayhem Flavour - PepsiCo - 25 g,chips,6.9 g,66.6 g,4.5 g,24.4 g,?,1.501 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Soybeans"
8919654675019,chips,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Soybeans"
Wafer Style Sundried Chilli Flavour - Lay's - 26.5 g,chips,6.7 g,52.5 g,0.3 g,0.1 g,?,1.628 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Soybeans"
lays potato chips - Lay's - 28g,chips,7 g,54.7 g,6 g,13 g,?,1.717 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans"
Gourmet Vintage Cheese & Paprika Chips - Lay's,chips,7.6 g,61.2 g,3.6 g,11.6 g,?,1.555 g,Not available,"Allergens: Milk, Soybeans"
8901725000226,chips,9 g,45.4 g,4.7 g,16.6 g,0 g,1.246 g,Nutri-Score E,"Allergens: Milk, Soybeans"
bingo potato chips chilli,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans"
Stack Up - Simply Salted - Balaji Wafer - 60g,chips,4.8 g,58.7 g,0.5 g,15.4 g,0 g,2.125 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Soybeans"
cheetos - pepsico india - 18 g,chips,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Soybeans"
kettle style cream and onion - the theather project,chips,7.56 g,59.2 g,2.57 g,13.46 g,?,0.6 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Rice Popped Chips - Brb,chips,10 g,68.8 g,4.4 g,0 g,4 g,2.21 g,Not available,"Allergens: Gluten, Milk, Nuts, Soybeans"
Quinoa chips - Cofresh,chips,6.8 g,63.7 g,4 g,1.9 g,?,1.9 g,Nutri-Score D,"Allergens: Gluten, Milk, Nuts, Soybeans"
MAXX MACHO CHILLI FLAVOUR - Lays - 20g,chips,-1%,-1%,-19%,-,,+18%,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Mad Angles Chaat Masti - Bingo - 90 g,chips,7.3 g,58.8 g,5.3 g,0.1 g,?,?,Ultra-processed foods,Allergens: Gluten
Halke Fulke Salted Potato Chips - Haldiram's - 15 g,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Doritos Sweet Chilli - 56g,chips,6.6 g,65.6 g,Not available,8.7 g,?,1.602 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Doritos Sweet Chilli Flavour - PepsiCo - 39 g,chips,6.3 g,65.2 g,5.5 g,0 g,?,1.438 g,Nutri-Score E,Allergens: Gluten
chips - bingo - 90g,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Potato Chips - Bikaji - 100 g,chips,?,56 g,1 g,14 g,4 g,3.03 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Gourmet limed and cracked pepper chips - Lay's,chips,7.5 g,61.2 g,1.9 g,11.6 g,?,1.64 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
seed and choco chip cookies - chitale - 200g,chips,8 g,67 g,24 g,6 g,7 g,0.073 g,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Milk, Nuts, Orange, Soybeans"
Yellow banana chips - Haldiram's,chips,-21%,-31%,-37%,+939%,+12%,"+3,188%",Average impact of products of the same category: C (Score: 49/100),"Allergens: Gluten, Milk, Nuts, Orange, Soybeans"
India's magic masala - Lay's - 20 g.,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Nuts, Orange, Soybeans"
Salted Banana Chips - Haldiram's - 200g,chips,3 g,49 g,2 g,16 g,?,1.8 g,Processed foods,Allergens: Banana
Ragi chips - Snackable,chips,3.12 g,40.56 g,Not available,5.2 g,?,?,Not available,Allergens: Banana
Mota's Potato Chips,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana
Crunchem - Balaji Wafers - 72g,chips,7.7 g,53.4 g,0.8 g,15.7 g,7.2 g,0.962 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana
Too Yumm - Multigrain Chips - RP Sanjeev Goenka Group - 1 -  25g,chips,?,?,Not available,?,?,?,Not available,Allergens: Banana
GoodDay Choco Chip - Britannia - 100 g,chips,5 g,71 g,30 g,0 g,?,?,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten
Plain - Uncle Chipps,chips,?,?,Not available,?,?,?,Not available,Allergens: Gluten
Potato Wafers Salted - Modern Kitchens - 70g,chips,7.64 g,50.24 g,5.2 g,18.08 g,3.6 g,0.649 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Potato Chips - Lay's Gourmet - 80g,chips,7.6 g,61.2 g,2.9 g,0.1 g,?,1.555 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk"
Corn Chips - 4700,chips,7.14 g,71.4 g,Not available,14.3 g,?,?,Not available,"Allergens: Gluten, Milk"
India's Magic Masala - Lay's,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk"
Cream & Onion Potato Chips - Bingo - 50g,chips,7.3 g,56.5 g,6.7 g,0.1 g,?,1.256 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans"
Takatak Chatpata Masala - Haldiram's - 71g,chips,7 g,50 g,0.5 g,0.1 g,?,?,Ultra-processed foods,Allergens: Milk
8908010609348,chips,6.15 g,86.2 g,0.5 g,0.1 g,4.4 g,0.968 g,Processed foods,Allergens: Sesame seeds
The Healthy Binge Moringa Jowar Crispies,chips,?,?,Not available,?,?,?,Ultra-processed foods,Allergens: Sesame seeds
Mota's Potato Chips,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Sesame seeds
banana chips - chirag wafers - 180g,chips,?,?,Not available,?,?,?,Not available,Allergens: Sesame seeds
Too Yumm - Multigrain Chips - RP Sanjeev Goenka Group - 1 -  25g,chips,?,?,Not available,?,?,?,Not available,Allergens: Sesame seeds
GoodDay Choco Chip - Britannia - 100 g,chips,5 g,71 g,30 g,0 g,?,?,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten
Ragi chips - Snackable,chips,3.12 g,40.56 g,Not available,5.2 g,?,?,Not available,Allergens: Gluten
Cookie man hand pund chocolate cookies - 100g,chips,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 67/100),Allergens: Gluten
Too Yumm! chips classic salted,chips,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Allergens: Gluten
Potato Wafers Salted - Modern Kitchens - 70g,chips,7.64 g,50.24 g,5.2 g,18.08 g,3.6 g,0.649 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten
Haldiram's,chips,7.6 g,55.6 g,< 1 g,14.9 g,?,3.25 g,Nutri-Score E,Allergens: Mustard
Potato Chips - Lay's Gourmet - 80g,chips,7.6 g,61.2 g,2.9 g,0.1 g,?,1.555 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk"
Wicked Gud Popped Chips,chips,?,?,Not available,?,?,?,Not available,"Allergens: Gluten, Milk"
India's Magic Masala - Lay's,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk"
Cream & Onion Potato Chips - Bingo - 50g,chips,7.3 g,56.5 g,6.7 g,0.1 g,?,1.256 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans"
Bingo Potato Chips Himalayan Pink Salt - 42g,chips,8.3 g,54.2 g,0.8 g,15.1 g,0 g,0.632 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans"
Takatak Chatpata Masala - Haldiram's - 71g,chips,7 g,50 g,0.5 g,0.1 g,?,?,Ultra-processed foods,Allergens: Milk
Salted potato chips 50g(37),chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Soya Chips - Haldiram's - 25 g,chips,14.36 g,42.05 g,3.76 g,19.1 g,0.88 g,1.585 g,Processed foods,Allergens: Soybeans
Potato Chips Salt & Vinegar Flavour - Lay's,chips,7.4 g,46 g,0.7 g,14 g,5.2 g,2.278 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Soybeans
lays potato chips - Lay's - 28g,chips,7 g,54.7 g,6 g,13 g,?,1.717 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans"
ATHAWALE CHEESE PEPPER BITES - 200G,chips,10 g,56 g,1.4 g,16 g,4 g,0.93 g,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk"
A-1 Chips Banana Wafers - 200g,chips,4 g,20 g,0.1 g,3 g,1 g,0.302 g,Processed foods,Allergens: Banana
Multigrain Chips - Too Yumm,chips,+8%,+13%,-53%,-13%,+36%,+192%,Nutri-Score E,Allergens: Banana
Garlic 100% Veggie Chips - SnackWise - text,chips,16.7 g,0 g,0 g,3.33 g,13.3 g,0.292 g,Unprocessed or minimally processed foods,Allergens: Banana
Tomato potato chips 50g,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana
First crop cream n onion chips 70g,chips,?,?,Not available,?,?,?,Not available,Allergens: Banana
Banana chips,chips,1.7 g,62.92 g,0 g,0 g,2.8 g,?,Not available,Allergens: Banana
Iyer's papad long chips - 1,chips,?,?,Not available,?,?,?,Not available,Allergens: Banana
Mala Chanachur - Halder's - 400 g,chips,?,?,Not available,?,?,?,Not available,Allergens: Banana
Banana chips - Kozhi,chips,2.5 g,65.7 g,Not available,27.3 g,7.9 g,?,Not available,Allergens: Banana
Gold finger - Gurujee,chips,?,?,Not available,?,?,?,Not available,Allergens: Banana
YD potato chips,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana
Plain salted potato chips - Yellow diamond - 35g,chips,8.46 g,52.4 g,1 g,15.56 g,?,0.519 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana
YD magic masala chips,chips,?,?,Not available,?,?,?,Not available,Allergens: Banana
Bugles Tomato Flavoured - Alan's,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Banana
kerala chips - beyond snacks - 85gm,chips,?,?,Not available,?,?,?,Not available,Allergens: Banana
Yellow diamonds,chips,?,?,Not available,?,?,?,Not available,Allergens: Banana
potato chips - Maxvita - 15g,chips,7.6 g,51.7 g,2.4 g,34.4 g,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Yellow Banana Chips - Haldiram's,chips,?,?,Not available,?,?,?,Not available,Allergens: Milk
dark compound chips,chips,?,?,Not available,?,?,?,Not available,Allergens: Milk
Chocobakes choco chip - Cadbury - 167g,chips,?,?,Not available,?,?,?,Not available,Allergens: Milk
Potato chips Star - 14g,chips,6.3 g,56.6 g,3.6 g,13.11 g,4.08 g,114.7 g,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Spiced Okra Chips,chips,7.41 g,36.25 g,6.12 g,7.55 g,?,0 g,Not available,Allergens: Milk
Chips Mix Masala - Fun Flips,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk
Chips Cream & Onion - Fun Flips,chips,?,?,Not available,?,?,?,Not available,Allergens: Milk
Nutty Chips - Open Secret,chips,4 g,15 g,0.7 g,0.7 g,?,?,Not available,Allergens: Milk
Max Protein Chips Peri Peri - RiteBite,chips,16.7 g,49.8 g,3 g,4.5 g,?,0.833 g,Not available,Allergens: Milk
Orion The Ultimate Choco Chip Cookies - 100 g,chips,6 g,59.2 g,26.5 g,0.04 g,?,0.38 g,Ultra-processed foods,"Allergens: Gluten, Milk, Soybeans"
Hide and seek chocolate chip cookies - Parle,chips,5.9 g,73.4 g,32.5 g,9.4 g,?,0.285 g,Not available,"Allergens: Gluten, Milk, Soybeans"
Nacho chips - 1 - 60,chips,?,?,Not available,?,?,?,Not available,Not available
Chips banane épicées - Kwality market,chips,3.6 g,?,2 g,34.64 g,6.4 g,?,Not available,Not available
Banana choco chip millet pancake mix - Mille A Supergrain Co.,chips,16 g,55.6 g,15.9 g,1.4 g,6.3 g,?,Not available,Not available
NACHO CHIPS,chips,7.43 g,66.26 g,5.24 g,3.84 g,3.98 g,1.596 g,Not available,Not available
Brown rice chips - 1,chips,8.5 g,73.21 g,1.71 g,3.01 g,?,0.782 g,Not available,Not available
Snack Nacho Chips - Sundrop - 42g,chips,?,?,Not available,?,?,?,Ultra-processed foods,Not available
Pudina treat chips - Bikaji - 62g,chips,6.67 g,53.3 g,0 g,0 g,6.67 g,?,Not available,Not available
Hide and Seek choco chip - Parle - 400g,chips,?,?,Not available,?,?,?,Not available,Not available
Waffle chips Dark chocolate and sea salt - Waffle Mill,chips,5 g,70 g,Not available,20 g,?,?,Not available,Not available
Bingo potato Chips - 100g,chips,?,?,Not available,?,?,?,Not available,Not available
Turtle chips tangy tomato,chips,?,?,Not available,?,?,?,Not available,Not available
Potato Popped Chips - Brb,chips,8.8 g,71.2 g,3.6 g,0 g,?,2.18 g,Not available,Not available
Cheese Potato Chips - Brb,chips,6.8 g,69.6 g,7.2 g,0 g,?,?,Not available,Not available
Happy Happy Choco-Chip Cookies - Parle - 400 g,chips,?,?,Not available,?,?,?,Average impact of products of the same category: B (Score: 67/100),Not available
Salt Pepper Chips - Brb,chips,8.4 g,72 g,0 g,0 g,?,1.97 g,Not available,Not available
Alans potata chips - 1,chips,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Tortilla Chips - Act II - 150 gram,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),Not available
Potato Chips Salted - Samrat,chips,7 g,49 g,Not available,4 g,?,0.525 g,Not available,Not available
Popped potato chips Italian Cheese flavour,chips,7.4 g,67 g,4.9 g,1.1 g,2.6 g,1.88 g,Average impact of products of the same category: A (Score: 88/100),Not available
Divine potato chips - 1,chips,?,?,Not available,?,?,?,Not available,Not available
spicy banana chips - Haldiram's,chips,3 g,49 g,2 g,15 g,?,1.6 g,Not available,Not available
Orian choco chip - 200g,chips,?,?,Not available,?,?,?,Not available,Not available
Potato Popped Chips - BRB,chips,8.4 g,72 g,0 g,0 g,?,1.97 g,Not available,Not available
Potato Chips - Kettle Studio Sweet Chilli With Lime & Basil,chips,4.29 g,60.7 g,3.21 g,0 g,3.21 g,1.59 g,Not available,Not available
mint choco chip mini - minus thirty,chips,2.17 g,19.5 g,Not available,11.2 g,?,0.095 g,Not available,Not available
Terra banana chips - 100g,chips,?,?,Not available,?,?,?,Not available,Not available
Choco Chips - Dinshaws - 333,chips,3.7 g,33.1 g,22.3 g,0.1 g,?,0.148 g,Not available,Not available
Potato Popped Chips - Bhel - Brb,chips,8.4 g,71.6 g,0.4 g,0 g,?,2.47 g,Not available,Not available
Potato Popped Chips - Spicy Chipotle - Brb,chips,8.8 g,71.2 g,5.2 g,0 g,?,2.18 g,Not available,Not available
Popped Chips - Wicked Gud,chips,11.5 g,63.6 g,2 g,1.55 g,13.5 g,2.39 g,Not available,Not available
Bingo! Hot and spicy Korean style - 42g,chips,7.3 g,54.5 g,6.4 g,0 g,?,2.578 g,Nutri-Score E,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Parle peri peri chips,chips,7.2 g,57.2 g,2.2 g,16 g,?,1.732 g,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
"Corn Chips, Salt And truffle - 4700 BC",chips,7.5 g,72.5 g,Not available,3.57 g,7.14 g,1.44 g,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Hide & seek Milano chocolate chip - Parle - 150g,chips,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Lime And Chili - Kettle Studio Chips,chips,7.14 g,50 g,0 g,0 g,3.57 g,1.32 g,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
bajra chips,chips,11 g,69.333 g,9.333 g,11 g,20.667 g,3.162 g,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Mixed Sweet Potato Chips (Rock Salt & Pepper) - To Be Honest,chips,2.14 g,78 g,0 g,7.8 g,18.4 g,0.522 g,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Parle cream n onion chips,chips,8.1 g,57.1 g,4.1 g,15.5 g,?,1.472 g,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Chocolate Chip Cookies - Express Foods,chips,8.9 g,65.1 g,38.4 g,0.5 g,?,?,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Masala potato chips 50g (40),chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Choco chip cookies,chips,5.8 g,68 g,29 g,12.2 g,?,0.532 g,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
parle wafers classic salted - chips,chips,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Masala potato chips 50g (50),chips,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
fun flips puffs tango - chips,chips,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
surja chana chips plain - 200 g,chips,22.2 g,65.64 g,1.22 g,6.5 g,?,?,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
surja fried alu chips - 100 g,chips,6.56 g,43.3 g,1.15 g,45.42 g,?,?,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Banana Chips - Ela,chips,2.3 g,58.4 g,35.34 g,28.97 g,7.7 g,0.015 g,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
First crop    Cream onion potato chips 50g,chips,?,?,Not available,?,?,?,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
Ragi chips,chips,9 g,58.2 g,Not available,21 g,4 g,0.037 g,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
choco chip orange cake 140g,chips,?,?,Not available,?,?,?,Not available,"Allergens: Milk, Soybeans, Gluten, Used-as-flavouring-substances"
choco chip orange cake 140g,chips,?,?,Not available,?,?,?,Not available,Not available
Ragi Chips - Snackible - 55g,chips,6 g,56.7 g,1 g,15.7 g,7.33 g,1.08 g,Nutri-Score D,Not available
8901491304782,chips,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
