name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,nutrient_grade,allergen
"Palets pur beurre - La Mère Poulard - 125 g, 2 sachets de 4 biscuits",biscuits,6.8 g,65.4 g,20.5 g,17.2 g,?,0.35 g,Green-Score B,"Allergens: Eggs, Gluten, Milk"
Tunnock's  Caramel Wafer Biscuits imp - Thomas Tunnock LTD - 8 x 30g,biscuits,3.67 g,70 g,33.3 g,12.7 g,2.33 g,0.75 g,Average impact of products of the same category: B (Score: 69/100),"Allergens: Gluten, Milk, Soybeans"
Wafers Balconi Cocoa,biscuits,6.7 g,62 g,30.1 g,21.7 g,?,0.41 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Nutella biscuits - Ferrero - 193.2g,biscuits,7.97 g,63.8 g,35.5 g,11.6 g,0 g,0.558 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Ritz Crackers Original 200 g - Mondelez,biscuits,7.8 g,61 g,8.6 g,10 g,3.3 g,1.3 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten
BelVita - Petit déjeuner Tartiné - LU - 250g,biscuits,7.23 g,66.3 g,25.9 g,3.61 g,4.82 g,0.527 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Nuts, Soybeans"
break Tiffany - 12,biscuits,6.3 g,64 g,46.2 g,14.9 g,2.3 g,0.238 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Nuts, Soybeans"
"Kinder DUO - Ferrero - 150 g (12 x 12,5 g)",biscuits,7.2 g,59.8 g,35.3 g,17 g,?,0.334 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Pépito Croc sablé goût choco - Lu - 294g,biscuits,5.6 g,63 g,29 g,13 g,3 g,0.31 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Frischei-Waffeln - Confiserie Firenze - 21g,biscuits,7.1 g,53.2 g,27.5 g,2.8 g,1 g,0.36 g,Average impact of products of the same category: A (Score: 76/100),"Allergens: Eggs, Gluten, Milk"
Breaktime - Tiffany - 13g,biscuits,7.69 g,61.5 g,46.2 g,0 g,2.31 g,1.73 g,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk, Soybeans"
Chocolate Biscuits - Choco Leibniz,biscuits,7.5 g,60.7 g,39.3 g,16.1 g,3.21 g,0.635 g,Green-Score C,"Allergens: Gluten, Milk"
Nappés Intenses Éclats de Fèves de Cacao - Bjorg - 150g,biscuits,8.5 g,58 g,25 g,11 g,9 g,0.26 g,Green-Score B,"Allergens: Gluten, Milk"
Biscuit saveur vanille citron - Gerlinéa - 156g,biscuits,21 g,58 g,18 g,1.2 g,3.4 g,0.32 g,Green-Score B,"Allergens: Gluten, Milk"
Délices au Caramel - Lightbody - 320 g,biscuits,-21%,-4%,+43%,+31%,,+22%,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans, fr:avoine, fr:avoine"
Lulu La Barquette Fraise - LU - 120 g,biscuits,3.8 g,78 g,59 g,0.9 g,1.7 g,0.11 g,Average impact of products of the same category: A (Score: 75/100),"Allergens: Eggs, Gluten"
Pépito pépites - LU - 150 g,biscuits,5.2 g,51 g,28 g,11 g,3.1 g,0.8 g,Average impact of products of the same category: C (Score: 47/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
MADELEINE - Armor Délices - 430 g,biscuits,6.4 g,55 g,33 g,16 g,?,0.81 g,Average impact of products of the same category: A (Score: 80/100),"Allergens: Eggs, Gluten, Milk"
La Grande Galette pur beurre - La Mère Poulard - 135 g,biscuits,7.5 g,63.3 g,22.1 g,16.9 g,-,0.26 g,Green-Score B,"Allergens: Eggs, Gluten, Milk, Eggs"
miredina - Mondelez - 52g,biscuits,,,,,,,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Lulu L'Ourson Chocolat - LU - 150 g,biscuits,5.2 g,59 g,30 g,2.9 g,1.7 g,0.58 g,Average impact of products of the same category: C (Score: 47/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Sablés Miel 🍯 Saveur Citron🍋& Sarrasin - céréal bio - 132 g,biscuits,7.9 g,67 g,17 g,1.9 g,5 g,0.34 g,Green-Score B,"Allergens: Gluten, fr:avoine"
Biscoff - Lotus - 248 g,biscuits,5.16 g,72.9 g,38.1 g,7.74 g,8.39 g,0.919 g,Processed foods,"Allergens: Gluten, Soybeans"
BelVita Chocolate Chips - Belcita - 225g,biscuits,7.7 g,65 g,26 g,3.6 g,6.9 g,0.59 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Digestive Classic - Gullón - 400 g,biscuits,6 g,70 g,17 g,2 g,3 g,1.6 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
PiCK UP ! Choco x6 - TET - 168 g,biscuits,6.9 g,61 g,35 g,15 g,2.8 g,0.196 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Fourré FIGUES - Gerblé - 180 gr,biscuits,4.6 g,67 g,2.6 g,0.9 g,5.6 g,0.48 g,Nutri-Score B,Allergens: Gluten
Bonne Maman Tartelett med Karamell 135g - OLUF LORENTZEN AS - 135 g,biscuits,6.4 g,64 g,38 g,13 g,2 g,0.71 g,Green-Score D,"Allergens: Eggs, Gluten, Milk, Soybeans"
Haselnuss Ecken - Ferrero - 220 g,biscuits,7.3 g,54 g,42.6 g,19 g,?,0.001 g,Average impact of products of the same category: C (Score: 54/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Fennel Seed Tarallini - Crosta & Mollica - 170g,biscuits,9.4 g,63 g,1.1 g,3 g,3.8 g,1.8 g,Green-Score A,Allergens: Gluten
6111259091801,biscuits,?,?,?,?,?,?,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
Matin Chocolat - Gerblé - 200 g,biscuits,10 g,61 g,15 g,2.4 g,8.3 g,0.17 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
Véritable petit beurre🧈 - LUMondelez - 25 g,biscuits,8 g,72 g,23 g,7.5 g,3 g,1.39 g,Green-Score A,"Allergens: Gluten, Milk"
Le palmier - Bjorg - 100 g,biscuits,7 g,62 g,20 g,14 g,3.3 g,0.83 g,Green-Score A,"Allergens: Gluten, Milk"
Fourrés goût citron - Bjorg - 225 g,biscuits,7.4 g,68 g,31 g,6.9 g,3.1 g,0.55 g,Green-Score A,"Allergens: Gluten, Milk"
Galleta dorada - Gullón,biscuits,6.3 g,70 g,19 g,9.2 g,?,0.68 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Sesame seeds, Soybeans"
Hacendado - 2 x 400 g,biscuits,6 g,70 g,17 g,2 g,3.6 g,1.6 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
"Gerblé - Organic Coconut Poppy Cookie, 132g (4.7oz) - 132 g",biscuits,+43%,+3%,-27%,-78%,+126%,-71%,Green-Score A,Allergens: Gluten
Choco tablet con chocolate negro - Gullon,biscuits,-1%,-2%,-96%,+11%,+44%,-35%,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk"
Donut - Be - 50g,biscuits,?,?,?,?,?,?,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk"
Melly - Be,biscuits,4.28 g,40.01 g,22.45 g,17.73 g,1.77 g,0.17 g,Nutri-Score E,"Allergens: Milk, Soybeans"
6111259345782,biscuits,?,?,?,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Milk, Soybeans"
Galleta zero sin azúcares digestive - Gullón - Gullón - 400 g,biscuits,6.2 g,68 g,< 0.5 g,1.5 g,6.5 g,0.88 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
"BRUN - 14 Wafers Cocoa Flavor, 146g (5.2oz) - 146 g ℮",biscuits,5.6 g,62 g,39 g,16 g,3.1 g,0.29 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk, Soybeans"
Gaufres de Liège - Lotus - 362.6 g,biscuits,5.2 g,54 g,30 g,12 g,1.8 g,0.12 g,Average impact of products of the same category: A (Score: 76/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Milka Choco Mini Stars - 150g,biscuits,7.1 g,63 g,35 g,11 g,2 g,0.62 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Napolitaner - Loacker - 175 g,biscuits,8.6 g,58 g,25 g,19 g,?,0.36 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk, Nuts, Soybeans, de:fruits-à-coque"
Turco - Galbusera - 400 g,biscuits,8.3 g,62.5 g,17.2 g,2.1 g,6 g,1.3 g,Green-Score B,"Allergens: Eggs, Gluten, Milk"
Zero sin azúcares Tostada - Gullón - 400 g,biscuits,7.4 g,73 g,0.6 g,1.3 g,5.3 g,0.78 g,Green-Score B,"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites"
Galletas 0% azúcares - Florbú,biscuits,6.9 g,63 g,1.9 g,1.4 g,?,1.1 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites"
Haselmuss Törtchen Waffeln mit Kakao-Haselnusscreme - Manner - 400 g,biscuits,4.8 g,62 g,45 g,20 g,?,0.1 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Wheat Biscuits - Morrisons - 48,biscuits,12 g,68 g,4.4 g,0.6 g,10 g,0.28 g,Nutri-Score B,Allergens: Gluten
Party Rings Mini - Fox's - 21g,biscuits,4.76 g,78.6 g,45.7 g,5.24 g,2.38 g,0.464 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
Cœur de céréales - Gullón - 240g,biscuits,8 g,57 g,21 g,4 g,13 g,0.6 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans"
Cocoa & Vanilla Gruffalo Biscuits+ Months 5 x (100g) - Organix,biscuits,7.9 g,70 g,20 g,4.3 g,5.2 g,0.18 g,Processed foods,Allergens: Gluten
Gerlinea moelleux chocolat sarrasin toasté - 138 g,biscuits,14 g,50 g,16 g,2 g,10 g,0.22 g,Green-Score A,"Allergens: Gluten, Soybeans"
Half-Coated Milk Chocolate Cookies - Fox's - 34,biscuits,5.6 g,62.7 g,34.3 g,13.3 g,1.9 g,0.42 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans, Oatmeal"
Mes cookies Bio tout chocolat - Aline & Olivier - 180 g,biscuits,6.8 g,503 g,17 g,2.9 g,3.7 g,0.2 g,Green-Score A,"Allergens: Eggs, Gluten, Nuts"
Biscuiți cu unt - 100 g,biscuits,8.8 g,71 g,22 g,6.5 g,?,0.4 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Nuts"
La madeleine pur beurre - Maison Colibri - 250 g,biscuits,6.2 g,47 g,29 g,18 g,1.1 g,0.79 g,Average impact of products of the same category: B (Score: 60/100),"Allergens: Eggs, Gluten, Milk, Nuts"
Cocoa creme cookies - Dibala - 8pieces/154g,biscuits,?,?,?,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts"
Petit biscuit avoine et framboise - Chabrior - 135 g,biscuits,9.9 g,61 g,9.4 g,1.4 g,13 g,0.05 g,Nutri-Score A,"Allergens: Eggs, Gluten, Milk"
Oswego - Colussi - 250g,biscuits,8.7 g,75 g,23 g,1.3 g,5.4 g,0.7 g,Processed foods,"Allergens: Gluten, Soybeans"
Digestives The Original Twin Pack - McVitie’s - 2 x 360 g,biscuits,+11%,-0%,-47%,+11%,+26%,+118%,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
Les P'tites Madeleines Pépites de Chocolat - Ker Cadélac - 363 g,biscuits,5.5 g,55 g,28 g,3.1 g,1.5 g,0.34 g,Green-Score D,"Allergens: Eggs, Gluten, Milk, Nuts"
crunchy vanilla biscuits - Plants,biscuits,-25%,-21%,-32%,+144%,-25%,-42%,Processed foods,Allergens: Gluten
Bio Biscuits tablette chocolat noir - Sondey - 150 g,biscuits,7.1 g,59.5 g,33.8 g,12.7 g,4.4 g,0.37 g,Green-Score B,"Allergens: Gluten, Milk"
"Feuilleté doré Collection LU - Mondelez - 125 g, 2 sachets de 8 biscuits",biscuits,8.7 g,69 g,12 g,8.7 g,3.5 g,1.05 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Résille d'or - Lu - 110 g X 2,biscuits,4.7 g,59 g,28 g,18 g,1.1 g,0.42 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Eggs, Gluten, Nuts, Soybeans"
Biscuit sésame Gerblé - 172 g (15 biscuits),biscuits,10 g,64 g,17 g,2 g,4.6 g,0.38 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Sesame seeds"
Mini Brownie Chocolat - St Michel - 240g,biscuits,5.4 g,49 g,34 g,7 g,2.1 g,0.26 g,Green-Score E,"Allergens: Eggs, Gluten, Milk, Soybeans"
Sablés aux pommes - Carrefour - 150 g,biscuits,5.3 g,64 g,33 g,16 g,2.4 g,0.28 g,Average impact of products of the same category: A (Score: 76/100),"Allergens: Eggs, Gluten, Milk"
Petit beurre - 200g BIO - Chabrior - 200 g,biscuits,6.7 g,76 g,19 g,8.2 g,2.4 g,0.64 g,Green-Score A+,"Allergens: Eggs, Gluten, Milk, fr:et-produits-a-base-de-ces-cereales"
Biscuits petit beurre bio paquet de 150g - U - 150 g,biscuits,6.5 g,73 g,20 g,9.5 g,2.5 g,0.89 g,Green-Score A,"Allergens: Eggs, Gluten, Milk"
Mon Cake Nature - Ker Cadélac - 800 g,biscuits,5.77 g,50 g,25 g,2 g,?,1.1 g,Average impact of products of the same category: B (Score: 71/100),"Allergens: Eggs, Gluten, Milk"
Gâteau au fromage blanc - Saint Amour® - 350 g,biscuits,6.9 g,27.3 g,21.3 g,1.6 g,0 g,0.11 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Eggs, Gluten, Milk"
Langues de chat - Karéléa - 100 g,biscuits,6.5 g,72 g,0.4 g,0.9 g,7.8 g,0.97 g,Nutri-Score B,"Allergens: Eggs, Gluten"
Crackers emmental - TokapiMarque Repère - 100 g,biscuits,11 g,55 g,5.4 g,4.4 g,2.6 g,1.5 g,Green-Score A+,"Allergens: Gluten, Milk"
Biscuits sésame - Bio Village - 230 g,biscuits,11 g,58 g,20 g,8.8 g,4.4 g,0.5 g,Green-Score B,"Allergens: Gluten, Milk, Sesame seeds, Soybeans"
Biscuits tablette chocolat noir - Bio Village - 150 g,biscuits,7.3 g,61 g,31 g,14 g,3.1 g,0.41 g,Green-Score C,"Allergens: Gluten, Milk"
Cookies Pépites de chocolat noir & cacao - Biocoop - 200 g,biscuits,5.9 g,60 g,37 g,12 g,5.2 g,0.4 g,Processed foods,"Allergens: Gluten, Milk"
Maxi King 3x35g - Ferrero - 105 g (3 x 35 g),biscuits,6.7 g,38.2 g,35.6 g,19 g,?,0.191 g,Average impact of products of the same category: C (Score: 54/100),"Allergens: Gluten, Milk, Nuts, Soybeans, de:milchkaramell"
Tesco Malted Milk Biscuits 200G - 200 g,biscuits,6.9 g,66.1 g,16.3 g,10 g,2.5 g,0.6 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
6 Cherry Bakewells - Mr Kipling - 282 g (6 x 47 g),biscuits,3.4 g,65.5 g,37.4 g,7.2 g,1.4 g,0.36 g,Average impact of products of the same category: C (Score: 49/100),"Allergens: Eggs, Gluten, Milk, Nuts, Sulphur dioxide and sulphites"
FLORENTIN 125G - KAMBLY - 125g - 125 g,biscuits,8.3 g,58 g,40 g,11 g,3.3 g,0.22 g,Green-Score B,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Breakfast Biscuits Soft Bakes Filled Choco Hazelnut - Belvita - 250 g,biscuits,5.3 g,62 g,22 g,2 g,6.9 g,0.6 g,Nutri-Score C,"Allergens: Gluten, Soybeans"
Petit Déjeuner Moelleux Coeur Gourmand Fraise - Mondelēz - 250 g,biscuits,4.8 g,62 g,18 g,0.9 g,9.2 g,0.62 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
Mini rolls chocolate - Balconi - 180 g,biscuits,5.3 g,53.9 g,35 g,7.6 g,?,0.33 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Panettone - Grand Frais - 900 g,biscuits,7 g,51 g,22 g,10 g,-,0.3 g,Average impact of products of the same category: B (Score: 65/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Campagnole con farina di riso - Barilla,biscuits,6.8 g,68.5 g,22 g,3.6 g,3 g,0.875 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk"
Gullon Maria Doroda - 400 g,biscuits,7.3 g,71 g,1.5 g,1.4 g,5.3 g,0.85 g,Green-Score B,"Allergens: Gluten, Milk, Soybeans"
Madeleines - St Michel - 800g,biscuits,5.7 g,52 g,22 g,2.5 g,1.2 g,0.88 g,Average impact of products of the same category: A (Score: 80/100),"Allergens: Eggs, Gluten, Soybeans"
Rollino cacao - Balconi,biscuits,2.2 g,19 g,13.8 g,5.8 g,?,0.1 g,Nutri-Score C,"Allergens: Eggs, Gluten, Soybeans"
tib Brownie - Milka - 6 x 100 g,biscuits,4.8 g,48 g,38 g,12 g,?,0.3 g,Green-Score E,"Allergens: Eggs, Gluten, Milk"
Cremali mini wafers,biscuits,?,?,?,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Moelleux chocolat - ALSA,biscuits,5.9 g,50 g,33 g,8 g,2.3 g,0.49 g,Average impact of products of the same category: C (Score: 45/100),"Allergens: Gluten, Milk"
Kinder Happy Hippo Biscuit - 103.5 g,biscuits,6.7 g,53.6 g,45 g,17.6 g,0 g,0.264 g,Green-Score C,"Allergens: Gluten, Milk, Nuts, Soybeans"
Mini fourrés chocolat noir - Bjorg - 180 g,biscuits,7.6 g,65 g,28 g,6.9 g,5.3 g,0.44 g,Green-Score B,"Allergens: Gluten, Milk"
Gaufres aux oeufs frais - Lotus,biscuits,7.2 g,49 g,31 g,11 g,0.8 g,0.76 g,Average impact of products of the same category: A (Score: 76/100),"Allergens: Eggs, Gluten, Soybeans"
Merendina - Bimo,biscuits,4.7 g,53 g,37 g,12 g,2.2 g,0.52 g,Average impact of products of the same category: C (Score: 47/100),"Allergens: Eggs, Gluten, Soybeans"
Biscuits au cacao fourrés vanille - WW - 176g,biscuits,6.3 g,63 g,31 g,2.6 g,5.9 g,1.2 g,Green-Score C,"Allergens: Gluten, Milk"
Biscuit sablé nappé 6 céréales (12) - Biocoop - 140 g,biscuits,8.3 g,60 g,25 g,14 g,4.5 g,0.97 g,Processed foods,"Allergens: Gluten, Milk"
Pick up! Fourré au lait - Bahlsen - 168 g,biscuits,6.3 g,61 g,34 g,17 g,2.1 g,0.2 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Pick-up - BAHLSEN - 168 g,biscuits,6.6 g,61 g,32 g,15 g,3.8 g,0.17 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Biscuits chocolat gingembre - BJORG BIO NUTRI + - 130 g,biscuits,+32%,-,-44%,-75%,+104%,-62%,Nutri-Score C,"Allergens: Gluten, Milk, Soybeans"
Biscotti Con Gocce Di Cioccolate E Fiocchi Di Avena - Misura,biscuits,25 g,49 g,20 g,3.8 g,5 g,0.443 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Nuts, Soybeans"
Galettes au bon beurre - St Michel,biscuits,7.4 g,73 g,26 g,10 g,2.5 g,0.87 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk"
Biscuits Delacre Sprits Chocolat au lait - 200g - 200 g,biscuits,4.7 g,61.5 g,28.8 g,15.4 g,?,0.6 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
"Baked Snack Crackers, Cheddar - Goldfish - 1 oz (28g)",biscuits,10.7 g,67.9 g,?,3.57 g,3.57 g,2.14 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Celery, Gluten, Milk, Soybeans"
Nature Valley Cinnamon Biscuits with Almond Butter Filling,biscuits,7.89 g,60.5 g,28.9 g,5.26 g,7.89 g,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts"
Amaretti - Italiamo - 200 g,biscuits,6.9 g,77 g,76 g,0.6 g,3 g,0.13 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Milk, Nuts"
Gingerbread coated in dark chocolate - Favorina - 500 g,biscuits,6.1 g,64.9 g,33 g,6.6 g,?,0.22 g,Average impact of products of the same category: A (Score: 86/100),"Allergens: Gluten, Milk, de:blé"
Tartelettes Caramel Chocolat au Lait - Duc de Coeur - 125 g,biscuits,6.4 g,59.9 g,33.9 g,16.8 g,1.7 g,0.51 g,Green-Score C,"Allergens: Eggs, Gluten, Milk, Soybeans"
Véritable Petit Écolier Pocket - LU - 250g,biscuits,6.4 g,64 g,36 g,15 g,4.1 g,0.6 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk, Soybeans"
"Sablé nature aux graines de chia - Gerblé - 132 g, 3 sachets de 4 biscuits",biscuits,8 g,62 g,16 g,200 mg,8.1 g,0.44 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
Madeleines coquilles aux œufs frais - Chabrior - 600 g,biscuits,5.5 g,54.7 g,28.8 g,1.9 g,1.4 g,1.17 g,Average impact of products of the same category: A (Score: 80/100),"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
P'TIT DÉJ - Carrefour - 400 g,biscuits,7.5 g,66 g,25 g,6.5 g,7 g,0.86 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, fr:avoine, fr:avoine"
Le Palmier (nouvelle recette) - Marque Repère - 100 g,biscuits,6 g,65 g,19 g,11 g,1.8 g,1.4 g,Average impact of products of the same category: A (Score: 75/100),"Allergens: Eggs, Gluten, Lupin, Milk, Peanuts, Sesame seeds"
Déli Matin Miel & Pépites de Chocolat - Marque Repère - 400 g,biscuits,8.8 g,69 g,26 g,5.8 g,4.5 g,0.82 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Mon biscuit BIO vanille - A&O - 4 sachets de 4 biscuits (150 g),biscuits,6.8 g,57.2 g,16.9 g,1.9 g,3.2 g,0.07 g,Green-Score A,"Allergens: Eggs, Nuts"
Prince Pocket - Biscuits fourrés parfum chocolat - Lu - 40g,biscuits,6.5 g,68 g,32 g,5.7 g,4.2 g,0.7 g,Green-Score D,"Allergens: Gluten, Milk, Soybeans"
biscoff - Lotus - 124 g,biscuits,5.16 g,72.9 g,38.1 g,7.74 g,?,0.92 g,Processed foods,"Allergens: Gluten, Soybeans"
Oreo Golden 154 g - Mondelez Norge AS,biscuits,5.5 g,69 g,33 g,5.2 g,1.8 g,0.77 g,Green-Score D,"Allergens: Gluten, Soybeans"
Granola Brownie Chocolat Intense - 180 g (6 * 30 g),biscuits,4.9 g,45 g,37 g,12 g,?,0.7 g,Average impact of products of the same category: D (Score: 44/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
